Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81515568525657,144.95272396283238
-37.81515568525657,144.95272396283238
-37.81515568525657,144.95272396283238
-37.81515568525657,144.95272396283238
-37.81515568525657,144.95272396283238
-37.81515568525657,144.95272396283238
-37.81670899788577,144.95385251051678
-37.81670899788577,144.95385251051678
-37.815659850837804,144.9547020930447
-37.81577587743203,144.95580601234855
-37.8156512447199,144.95723057076682
-37.816912738868105,144.9581138784788
-37.81795533996181,144.95760536794853
-37.8188542411513,144.95584117503063
-37.81946894749781,144.95682491082218
-37.81946894749781,144.95682491082218
-37.81946894749781,144.95682491082218
-37.820566507723136,144.95568835393763
-37.820566507723136,144.95568835393763
-37.820566507723136,144.95568835393763
-37.81899761874524,144.95666870457646
-37.81899761874524,144.95666870457646
-37.81899761874524,144.95666870457646
-37.81818798667943,144.95812931948737
-37.81710392721473,144.9596775168511
-37.81710392721473,144.9596775168511
-37.8153316490269,144.96046658593866
-37.8153316490269,144.96046658593866
-37.8153316490269,144.96046658593866
-37.81482744702185,144.9613761904341
-37.81482744702185,144.9613761904341
-37.81482744702185,144.9613761904341
-37.81482744702185,144.9613761904341
-37.81482744702185,144.9613761904341
-37.81553343188245,144.9595370369939
-37.8152769876805,144.96064781886776
-37.8152769876805,144.96064781886776
-37.81654681586662,144.96008245493388
-37.81654681586662,144.96008245493388
-37.81493019260014,144.96117288109565
-37.814025003311606,144.962418767267
-37.814025003311606,144.962418767267
-37.814025003311606,144.962418767267
-37.814025003311606,144.962418767267
-37.8139637702428,144.96358716382267
-37.814196631336515,144.9646826891355
-37.812370079143015,144.9654206641245
-37.812370079143015,144.9654206641245
-37.814099086372075,144.96495737803377
-37.814099086372075,144.96495737803377
-37.81412159997638,144.96624718156053
-37.81399260947712,144.9677215497137
-37.81327518423132,144.96860749610977
-37.814212973031445,144.96763638737932
-37.814212973031445,144.96763638737932
-37.814212973031445,144.96763638737932
-37.814212973031445,144.96763638737932
-37.81286861721729,144.96815243722665
-37.81247521226874,144.9696206444826
-37.81364093121092,144.9705646250692
-37.81374905374522,144.9721108493471
-37.81374905374522,144.9721108493471
-37.81457346345749,144.97312891055662
-37.81457346345749,144.97312891055662
-37.81457346345749,144.97312891055662
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
-37.81441747069793,144.97439936963073
