Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.8153317518247,144.95276138693674
-37.8153317518247,144.95276138693674
-37.8153317518247,144.95276138693674
-37.81409135756526,144.95321285352594
-37.8157091868486,144.95400192159016
-37.81521295831542,144.95517096275404
-37.81627277057805,144.95594096143455
-37.816993094504184,144.95501898885283
-37.816993094504184,144.95501898885283
-37.8173677010976,144.95409180499826
-37.8173677010976,144.95409180499826
-37.81891047130238,144.95447646081226
-37.820502279169375,144.9553588143211
-37.819861593244376,144.95624064284496
-37.82031275805616,144.95485210033118
-37.81989466651841,144.95621961613222
-37.81989466651841,144.95621961613222
-37.81989466651841,144.95621961613222
-37.81867958409425,144.9572758711689
-37.81763005847533,144.95763725182033
-37.816744192986484,144.95911157957752
-37.816744192986484,144.95911157957752
-37.816744192986484,144.95911157957752
-37.816744192986484,144.95911157957752
-37.815373054275206,144.9601828305446
-37.815373054275206,144.9601828305446
-37.815373054275206,144.9601828305446
-37.815373054275206,144.9601828305446
-37.815373054275206,144.9601828305446
-37.815373054275206,144.9601828305446
-37.815373054275206,144.9601828305446
-37.815198781114134,144.96160217154144
-37.815198781114134,144.96160217154144
-37.815198781114134,144.96160217154144
-37.815198781114134,144.96160217154144
-37.815198781114134,144.96160217154144
-37.815198781114134,144.96160217154144
-37.814342293938,144.96255339691805
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.815125176747436,144.96168391747224
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.81398516377164,144.9619471102058
-37.815620571379135,144.96088506408753
-37.81632422577166,144.9593046304458
-37.81632422577166,144.9593046304458
-37.81564740557676,144.96027122985808
-37.81564740557676,144.96027122985808
-37.81564740557676,144.96027122985808
-37.81502753610292,144.96109382443342
-37.81502753610292,144.96109382443342
-37.81502753610292,144.96109382443342
-37.81502753610292,144.96109382443342
-37.81616553876251,144.9607459021048
-37.81616553876251,144.9607459021048
-37.81616553876251,144.9607459021048
-37.81616553876251,144.9607459021048
-37.81616553876251,144.9607459021048
-37.81616553876251,144.9607459021048
-37.81667718924577,144.95907236878188
-37.815288523618165,144.9602795173952
-37.81574072515823,144.95930976806306
-37.814466205781436,144.9603418535044
-37.81455465354749,144.96202953741812
-37.81455465354749,144.96202953741812
-37.81455465354749,144.96202953741812
-37.81455465354749,144.96202953741812
-37.81455465354749,144.96202953741812
-37.81455465354749,144.96202953741812
-37.81455465354749,144.96202953741812
-37.81455465354749,144.96202953741812
-37.81455465354749,144.96202953741812
-37.81498151623639,144.9606333324744
-37.81498151623639,144.9606333324744
-37.81581880512675,144.95891663584598
-37.815413893228936,144.9606705019626
