Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81419242136141,144.95394181114514
-37.81410592333397,144.95517879056746
-37.815503149179804,144.9548304230378
-37.814255740045944,144.95546600973745
-37.815211629578535,144.95469194565646
-37.81598750611156,144.9536240432239
-37.81514893882601,144.9542559489982
-37.81599266543163,144.95484673272765
-37.81684155855743,144.9560590777532
-37.81843532203634,144.9549011408062
-37.818275393487546,144.9564227593061
-37.81938116960243,144.95651950218056
-37.820637084357486,144.9553886714558
-37.820637084357486,144.9553886714558
-37.81963951913348,144.9555466702655
-37.81963951913348,144.9555466702655
-37.81963951913348,144.9555466702655
-37.81963951913348,144.9555466702655
-37.81963951913348,144.9555466702655
-37.81821165599745,144.95612356441936
-37.81821165599745,144.95612356441936
-37.81937185872866,144.95560700888265
-37.81937185872866,144.95560700888265
-37.81937185872866,144.95560700888265
-37.81937185872866,144.95560700888265
-37.81937185872866,144.95560700888265
-37.81937185872866,144.95560700888265
-37.81889906272726,144.9570621253526
-37.81889906272726,144.9570621253526
-37.81889906272726,144.9570621253526
-37.81959115000389,144.95614369451604
-37.81959115000389,144.95614369451604
-37.81959115000389,144.95614369451604
-37.81871615000389,144.95765923897267
-37.81871615000389,144.95765923897267
-37.81747090663127,144.9577681836511
-37.81823283233182,144.95597319918687
-37.81868217312959,144.95491461860541
-37.81968629312335,144.95460762831544
-37.81968629312335,144.95460762831544
-37.818107277102094,144.9551513271334
-37.81822330369632,144.95625524643725
-37.81972534154072,144.9556483837559
-37.81972534154072,144.9556483837559
-37.81801395291888,144.95623766211548
-37.8188310600832,144.9568313252203
-37.8188310600832,144.9568313252203
-37.8188310600832,144.9568313252203
-37.8188310600832,144.9568313252203
-37.81826966858154,144.95776563757806
-37.81826966858154,144.95776563757806
-37.81826966858154,144.95776563757806
-37.81826966858154,144.95776563757806
-37.81826966858154,144.95776563757806
-37.81826966858154,144.95776563757806
-37.81826966858154,144.95776563757806
-37.81707564114878,144.95913920901407
-37.81707564114878,144.95913920901407
-37.81742570059067,144.95791840666024
-37.81742570059067,144.95791840666024
-37.81742570059067,144.95791840666024
-37.81660121400895,144.959012537309
-37.817337677535555,144.95750256331124
-37.81860783421672,144.95657974046514
-37.818941710784905,144.95533369614924
-37.81729059878626,144.95621160797165
-37.8181292693542,144.95566696893664
-37.81687029289664,144.95668646797014
-37.81729320087881,144.95851828369194
-37.81729320087881,144.95851828369194
-37.81729320087881,144.95851828369194
-37.81599399280368,144.95856365303766
-37.81698054751502,144.95789821348254
-37.81877055762437,144.95751773508835
-37.817287205668364,144.95830644731382
-37.817287205668364,144.95830644731382
-37.81614345538583,144.95941095412286
-37.81738634797185,144.95866414891424
-37.81738634797185,144.95866414891424
-37.81569656739989,144.95931279490293
-37.817203323262,144.9590471131911
-37.817203323262,144.9590471131911
-37.81828520829465,144.95834452883594
-37.81828520829465,144.95834452883594
-37.81828520829465,144.95834452883594
-37.81828520829465,144.95834452883594
-37.81707408189714,144.95968962097004
-37.81707408189714,144.95968962097004
-37.81707408189714,144.95968962097004
-37.81707408189714,144.95968962097004
-37.81707408189714,144.95968962097004
-37.81707408189714,144.95968962097004
-37.81818499602397,144.95816057885068
-37.81818499602397,144.95816057885068
-37.816844996023974,144.95816057885068
-37.81517608737478,144.95857668451112
-37.81606786116535,144.95937964123874
-37.81606786116535,144.95937964123874
